ASIN Code,Parent ASIN,SKU,Product Title,Brand,Category,Status,Tags,Current Price (₹),MRP (₹),Deal Badge,Price Type,Discount %,Second ASP (₹),ASP Difference (₹),Best Seller Rank,Sub BSR,Sub BSRs (All),Rating,Review Count,Rating Breakdown,LQS Score,Title Score,Bullet Score,Image Score,Description Score,CDQ Score,CDQ Grade,BuyBox Winner,Sold By (Current BuyBox),Sold By (Other BuyBox),allOffers,Has A+ Content,Image Count,Video Count,Bullet Points Count,bulletPointsText,descLength,Availability Status,Stock Level,A+ Days Absent,aplusPresentSince,Last Scraped,Created At,Updated At
B0CRVR4LLD,,Blur Lining Suit Dark Green-2,"HIKUJ 3 Piece Polycotton Baby Boys Suit Set | Set of Shirt, Pants, Coat, and Bow for Kids | Ideal for Wedding, Birthday, Parties | Casual Boy Suit for Occasions | Boys Clothing Set",,Clothing & Accessories › Boys › Clothing Sets,Active,,795,2999,Limited Time Deal,Deal Price,73,,,,#494 in Boys' Clothing Sets,"[""#494 in Boys' Clothing Sets""]",4.4,69,"{""fiveStar"":62,""fourStar"":24,""threeStar"":7,""twoStar"":4,""oneStar"":3}",,79,102,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":795,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""COMPLETE 3 PIECE SET"",""100% Polycotton suiting Fabric"",""Pull On Trousre closure"",""Pattern:checks"",""Suits style :Notched Lapel""]",,Available,,,4/28/26,,28/4/2026,28/4/2026
B0CRVTMD3Z,,Blur Lining Suit Blue-2,"HIKUJ 3 Piece Polycotton Baby Boys Suit Set | Set of Shirt, Pants, Coat, and Bow for Kids | Ideal for Wedding, Birthday, Parties | Casual Boy Suit for Occasions | Boys Clothing Set",,Clothing & Accessories › Boys › Clothing Sets,Active,,768,2999,No deal found,Standard Price,74,,,,#494 in Boys' Clothing Sets,"[""#494 in Boys' Clothing Sets""]",4.4,69,"{""fiveStar"":62,""fourStar"":24,""threeStar"":7,""twoStar"":4,""oneStar"":3}",,79,102,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":768,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""COMPLETE 3 PIECE SET"",""100% Polycotton suiting Fabric"",""Pull On Trousre closure"",""Pattern:checks"",""Suits style :Notched Lapel""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSF9QTL7,,Ice-Cream Top and Skirt Light Green 7,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,382,999,No deal found,Standard Price,62,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":382,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFKPH8W,,Ice-Cream Top and Skirt Light Green 5,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,382,999,No deal found,Standard Price,62,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":382,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFMB3F1,,Ice-Cream Top and Skirt Pink 5,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,362,999,No deal found,Standard Price,64,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFMD2YF,,Ice-Cream Top and Skirt Pink 7,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,362,999,No deal found,Standard Price,64,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFMPNKF,,Girls Colorful Top Denim pant 5,HIKUJ Baby Girls Poly Cotton Floral Printed Long Sleeve Peplum Top With Denim Pant Set Regular Fit Round Neck Clothing Set For Kids,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,411,1299,No deal found,Standard Price,68,,,,#54 in Baby Girls' Clothing Sets,"[""#54 in Baby Girls' Clothing Sets""]",3.8,120,"{""fiveStar"":51,""fourStar"":18,""threeStar"":8,""twoStar"":11,""oneStar"":12}",,87,101,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":411,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""dress type top with leggings set"",""Poycotton Knitt long Sleeve Top"",""Denim fabric bottom"",""Lightweight, breathable materials like for all season"",""baby girls western wear fashion style""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFMQTMR,,Ice-Cream Top and Skirt Light Green 6,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,382,999,No deal found,Standard Price,62,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":382,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",,Available,,,4/28/26,,28/4/2026,28/4/2026
B0CSFMWH4B,,Ice-Cream Top and Skirt Pink 8,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,362,999,No deal found,Standard Price,64,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFMYLZ9,,Ice-Cream Top and Skirt Light Green 4,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,382,999,No deal found,Standard Price,62,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":382,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNC256,,Girls Colorful Top Denim pant 8,HIKUJ Baby Girls Poly Cotton Floral Printed Long Sleeve Peplum Top With Denim Pant Set Regular Fit Round Neck Clothing Set For Kids,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,411,1299,No deal found,Standard Price,68,,,,#54 in Baby Girls' Clothing Sets,"[""#54 in Baby Girls' Clothing Sets""]",3.8,120,"{""fiveStar"":51,""fourStar"":18,""threeStar"":8,""twoStar"":11,""oneStar"":12}",,87,101,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":411,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""dress type top with leggings set"",""Poycotton Knitt long Sleeve Top"",""Denim fabric bottom"",""Lightweight, breathable materials like for all season"",""baby girls western wear fashion style""]",,Available,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNCCPT,,Girls Colorful Top Denim pant 2,HIKUJ Baby Girls Poly Cotton Floral Printed Long Sleeve Peplum Top With Denim Pant Set Regular Fit Round Neck Clothing Set For Kids,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,411,1299,No deal found,Standard Price,68,,,,#54 in Baby Girls' Clothing Sets,"[""#54 in Baby Girls' Clothing Sets""]",3.8,120,"{""fiveStar"":51,""fourStar"":18,""threeStar"":8,""twoStar"":11,""oneStar"":12}",,87,101,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":411,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""dress type top with leggings set"",""Poycotton Knitt long Sleeve Top"",""Denim fabric bottom"",""Lightweight, breathable materials like for all season"",""baby girls western wear fashion style""]",,Available,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNCK79,,Ice-Cream Top and Skirt Pink 3,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,362,999,No deal found,Standard Price,64,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNF33H,,Ice-Cream Top and Skirt Pink 6,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,362,999,No deal found,Standard Price,64,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNH9N1,,Girls Colorful Top Denim pant 7,HIKUJ Baby Girls Poly Cotton Floral Printed Long Sleeve Peplum Top With Denim Pant Set Regular Fit Round Neck Clothing Set For Kids,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,411,1299,No deal found,Standard Price,68,,,,#54 in Baby Girls' Clothing Sets,"[""#54 in Baby Girls' Clothing Sets""]",3.8,120,"{""fiveStar"":51,""fourStar"":18,""threeStar"":8,""twoStar"":11,""oneStar"":12}",,87,101,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":411,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""dress type top with leggings set"",""Poycotton Knitt long Sleeve Top"",""Denim fabric bottom"",""Lightweight, breathable materials like for all season"",""baby girls western wear fashion style""]",,Available,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNSBG4,,Girls Colorful Top Denim pant 4,HIKUJ Baby Girls Poly Cotton Floral Printed Long Sleeve Peplum Top With Denim Pant Set Regular Fit Round Neck Clothing Set For Kids,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,411,1299,No deal found,Standard Price,68,,,,#90 in Baby Girls' Clothing Sets,"[""#90 in Baby Girls' Clothing Sets""]",3.8,120,"{""fiveStar"":51,""fourStar"":18,""threeStar"":8,""twoStar"":11,""oneStar"":12}",,87,101,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":411,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""dress type top with leggings set"",""Poycotton Knitt long Sleeve Top"",""Denim fabric bottom"",""Lightweight, breathable materials like for all season"",""baby girls western wear fashion style""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNXL13,,Ice-Cream Top and Skirt Light Green 8,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,382,999,No deal found,Standard Price,62,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":382,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNXL14,,Ice-Cream Top and Skirt Pink 4,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,362,999,No deal found,Standard Price,64,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFNXY3J,,Girls Colorful Top Denim pant 6,HIKUJ Baby Girls Poly Cotton Floral Printed Long Sleeve Peplum Top With Denim Pant Set Regular Fit Round Neck Clothing Set For Kids,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,411,1299,No deal found,Standard Price,68,,,,#90 in Baby Girls' Clothing Sets,"[""#90 in Baby Girls' Clothing Sets""]",3.8,120,"{""fiveStar"":51,""fourStar"":18,""threeStar"":8,""twoStar"":11,""oneStar"":12}",,87,101,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":411,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""dress type top with leggings set"",""Poycotton Knitt long Sleeve Top"",""Denim fabric bottom"",""Lightweight, breathable materials like for all season"",""baby girls western wear fashion style""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFP35PT,,Ice-Cream Top and Skirt Light Green 2,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,382,999,No deal found,Standard Price,62,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":382,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFP5HNX,,Ice-Cream Top and Skirt Pink 2,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,362,999,No deal found,Standard Price,64,,,,#772 in Baby Girls' Clothing Sets,"[""#772 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFP5VD8,,Ice-Cream Top and Skirt Light Green 3,HIKUJ Baby Girls Polycotton Long Sleeve Printed Top And Flared Skirt Set Round Neck Ice Cream Graphic T Shirt With Elastic Waist Skirt Two Piece Clothing Set,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,382,999,No deal found,Standard Price,62,,,,#771 in Baby Girls' Clothing Sets,"[""#771 in Baby Girls' Clothing Sets""]",3.7,11,"{""fiveStar"":46,""fourStar"":0,""threeStar"":37,""twoStar"":17,""oneStar"":0}",,81,92,81,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":382,""isBuyBoxWinner"":true}]",Yes,7,,5,"[""Crafted from soft polycotton fabric that offers a smooth feel on delicate skin. The breathable material supports comfortable wear during daily activities and outings."",""Features a playful ice cream graphic on the top paired with a coordinated flared skirt. The themed design adds a cheerful and child-friendly touch to the outfit."",""Designed with long sleeves, round neckline and structured stitching for everyday comfort. The skirt includes an elastic waistband that ensures flexible and secure fitting."",""Appropriate for birthday parties, casual outings, school functions and festive gatherings. The coordinated set makes it convenient for ready-to-wear styling"",""Easy to maintain with regular wash care. Package includes one long sleeve top and one matching skirt designed for baby girls.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSFPJG6B,,Girls Colorful Top Denim pant 3,HIKUJ Baby Girls Poly Cotton Floral Printed Long Sleeve Peplum Top With Denim Pant Set Regular Fit Round Neck Clothing Set For Kids,,Clothing & Accessories › Baby › Baby Girls › Clothing Sets,Active,,411,1299,No deal found,Standard Price,68,,,,#90 in Baby Girls' Clothing Sets,"[""#90 in Baby Girls' Clothing Sets""]",3.8,120,"{""fiveStar"":51,""fourStar"":18,""threeStar"":8,""twoStar"":11,""oneStar"":12}",,87,101,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":411,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""dress type top with leggings set"",""Poycotton Knitt long Sleeve Top"",""Denim fabric bottom"",""Lightweight, breathable materials like for all season"",""baby girls western wear fashion style""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
B0CSNFDFX4,,H F UNICORN RAINBOW SKIRT 8,HIKUJ Girl's Self Unicorn Printed Fluttered Full Sleeve T-shirt with Rainbow Colour mini Skirt frock Dress,,Clothing & Accessories › Girls › Dresses & Jumpsuits › Dresses,Active,,362,799,No deal found,Standard Price,55,,,,#217 in Girls' Dresses,"[""#25,936 in Clothing & Accessories"",""#217 in Girls' Dresses""]",4,364,"{""fiveStar"":56,""fourStar"":21,""threeStar"":6,""twoStar"":7,""oneStar"":10}",,87,91,78,65,,,No,Cocoblu Retail,,"[{""seller"":""Cocoblu Retail"",""price"":362,""isBuyBoxWinner"":true}]",Yes,6,1,5,"[""This Girls Skirt Top Set Ensures A Comfortable Wearing Experience Throughout The Day. The Lightweight Construction Supports Easy Airflow And Keeps Kids At Ease During Play And Movement."",""Features A Unicorn Graphic Print On The Top Paired With A Flared Skirt That Adds A Playful And Stylish Appeal. Clean Stitching And Well-Finished Edges Enhance Durability While Maintaining The Overall Shape After Repeated Use."",""Designed In A Regular Fit Silhouette, The Full Sleeve Round Neck Top Provides Structure While Allowing Free Movement. The Flared Skirt With Elasticated Waistband Offers Flexibility And Ease Of Wear For Active Kids."",""Suitable For Birthday Parties, Casual Outings, School Functions, And Festive Gatherings. This Coordinated Outfit Makes Dressing Simple While Delivering A Fun And Presentable Look Across Different Occasions."",""Easy To Maintain With Regular Machine Wash, This Set Is Built For Everyday Use. Package Includes One Unicorn Printed Full Sleeve Top And One Matching Flared Skirt For A Complete Ready-To-Wear Outfit.""]",, In stock ,,,4/28/26,,28/4/2026,28/4/2026
