"ASIN Code","Parent ASIN","SKU","Product Title","Brand","Category","Current Price (₹)","MRP (₹)","Best Seller Rank","Rating","Review Count","LQS Score","Sold By (Current BuyBox)","Tags","Deal Badge","Discount %"
"B07WC8JGDL",,"21170",,,,,,,,,,,,,"0"
"B07WC94LJS",,"21180",,,,,,,,,,,,,"0"
"B07WG2P3CG",,"19550","KI Stainless Steel Heavy 3 Inch Coupling for Sink Drain Outlet (Silver)",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Pipe Fittings & Accessories › Waste Coupling","499","799",,"4.3","19","78","Clicktech Retail Private Ltd",,"No deal found","38"
"B07WGZ6C96",,"19240",,,,,,,,,,,,,"0"
"B07WH1ZCR4",,"19230",,,,,,,,,,,,,"0"
"B07WH24SP5",,"19270","Ki Alloy Steel PVC 4 Inch Two-Way Kitchen Coupling with Steel Jali Drain Outlet - White",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","469","599","3516","3.9","2","85","Clicktech Retail Private Ltd",,"Ends in 21 hours 48 minutes...","22"
"B07WH2CTVZ",,"19260","PVC 4-Inch Heavy-Duty Kitchen Sink Coupling with Steel Jali Drain Outlet",,"Home Improvement › Kitchen & Bath Fixtures › Kitchen Fixtures › Kitchen Sink Accessories › Drains & Strainers","499","999",,"5","1","76","Clicktech Retail Private Ltd",,"Ends in 21 hours 59 minutes...","50"
"B07WJ3VWBP",,"19530-FBA","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B07WLMD1RH",,"21030",,,,,,,,,,,,,"0"
"B07X3D9XM4",,"21010",,,,,,,,,,,,,"0"
"B07X5422BN",,"21110",,,,,,,,,,,,,"0"
"B07X5WTBCX",,"21120","KI Outlet Drain Hose Pipe for Front Loading Automatic Washing Machine and Outlet Pipe (Length - 3 Meter) (Grey)",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","211","499",,"4.2","12","75","Clicktech Retail Private Ltd",,"No deal found","58"
"B07Y8PRKPD",,"21510","KI Washing Machine Tap Adapter Connect for Inlet Hose Pipe -Orange",,"Outdoor Living › Gardening › Watering Equipment › Watering Hoses & Accessories › Hose Parts & Connectors","251","499",,"3.7","50","78","Clicktech Retail Private Ltd",,"No deal found","50"
"B07Y9JMQG5",,"21520",,,,,,,,,,,,,"0"
"B07Y9LT92C",,"21530","KI Washing Machine Tap Adapter Connect for Inlet Hose Pipe -White",,"Outdoor Living › Gardening › Watering Equipment › Watering Hoses & Accessories › Hose Parts & Connectors","225","499",,"5","1","85","Clicktech Retail Private Ltd",,"No deal found","55"
"B07YB637R6",,"23751",,,,,,,,,,,,,"0"
"B07YBXV24M",,"25560","KI PVC Washing Machine Bib Cock Tap (1/2 Inch) with PVC Wall Flange",,"Home Improvement › Plumbing › Tap Parts › Flanges","251","499",,"3.4","4","89","Clicktech Retail Private Ltd",,"No deal found","50"
"B07YG5MFNP",,"19580",,,,,,,,,,,,,"0"
"B07YNQDLGB",,"21100A","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B07YPLWKSX",,"23804",,,,,,,,,,,,,"0"
"B07Z4R5Y81",,"22100",,,,,,,,,,,,,"0"
"B081RH5MLH",,"21010N",,,,,,,,,,,,,"0"
"B082XHMC1B",,"21140-FBA","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B0833X9T5Y",,"21570-N",,,,,,,,,,,,,"0"
"B083449BZ1",,"21030-N",,,,,,,,,,,,,"0"
"B08344FGC9",,"21020-N","NEW WARE 1.5 Meter Hose Inlet Pipe for Top Loading Fully Automatic Washing Machine | Durable Water Inlet Pipe | White",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","300",,,"3.9","77","77","Clicktech Retail Private Ltd",,"No deal found","0"
"B0834RCVP9",,"19340-N",,,,,,,,,,,,,"0"
"B0834S3C7G",,"19400-N",,,,,,,,,,,,,"0"
"B0834SG1WR",,"19401-N",,,,,,,,,,,,,"0"
"B0837S8159",,"22842-N","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B0837SG34Z",,"22840-N","New Ware RO Water Filter Tap, Durable Purifier Tap for RO and UV Systems, Long-Lasting Drinking Water Dispenser Taps for Home and Commercial Purifiers",,"Home & Kitchen › Kitchen & Home Appliances › Water Purifiers & Accessories › Water Purifier Accessories","251","499",,"3.5","13","83","Clicktech Retail Private Ltd",,"No deal found","50"
"B083CR58TL",,"22261-NEW","NEW WARE Water Purifier Inlet Valve | RO Diverter Valve 1/2 Inch | Suitable for All Types of Water Purifiers",,"Home & Kitchen › Kitchen & Home Appliances › Water Purifiers & Accessories › Water Purifier Accessories",,,,"4","104","87","Clicktech Retail Private Ltd",,"Limited Time Deal","0"
"B083DW89T4",,"22860-N",,,,,,,,,,,,,"0"
"B083H3GP4Q",,"27801-N",,,,,,,,,,,,,"0"
"B083M7LB7Y",,"4Z-2WDB-9D6N",,,,,,,,,,,,,"0"
"B083M8S84W",,"47-23GN-3Y9E",,,,,,,,,,,,,"0"
"B083M8VTXF",,"27740-N",,,,,,,,,,,,,"0"
"B083MX5BY1",,"19310-N","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B083PSYS16",,"21100-6",,,,,,,,,,,,,"0"
"B083RS1R94",,"22221-N",,,,,,,,,,,,,"0"
"B083RS3CLT",,"22231-N",,,,,,,,,,,,,"0"
"B083RS7H8P",,"22233-N","NEW WARE Brass Push Cock Faucet Male Thread for Bathroom and Water Cooler Tap Chrome Finish",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Bathroom Basin Taps › Touch On Taps","859","1719",,"3.8","10","90","Clicktech Retail Private Ltd",,"Ends in 21 hours 50 minutes...","50"
"B083RSC8HS",,"22234-N","NEW WARE Brass Push Cock Faucet Female Thread | Chrome Finish Push Tap for Bathroom & Water Cooler",,"Car & Motorbike › Motorhome Parts & Accessories › Plumbing › Freshwater Systems › Taps","629","1259","35","4.2","3","88","Clicktech Retail Private Ltd",,"Ends in 21 hours 55 minutes...","50"
"B083Y29KMM",,"19270-N",,,,,,,,,,,,,"0"
"B083Z2W1TW",,"27400-N",,,,,,,,,,,,,"0"
"B0843KC82S",,"24610-N",,,,,,,,,,,,,"0"
"B0845PT8V5",,"19040-N","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B0846R2J48",,"27360",,,,,,,,,,,,,"0"
"B0846R53WV",,"27350",,,,,,,,,,,,,"0"
"B0846R7KJ5",,"27820","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B0846RLR8X",,"27370",,,,,,,,,,,,,"0"
"B0847NMQWR",,"27420-N",,,,,,,,,,,,,"0"
"B084GP5VB5",,"23651","KI® 1/2 Inch Brass Chrome Plated CP Tee | Internal Threaded Tee Pipe Fitting | Heavy-Duty 3-Way Connector for Plumbing Applications | Pack of 1",,"Industrial & Scientific › Hydraulics, Pneumatics & Plumbing › Fittings › Pipe Fittings › Unions","230","499","18","4","42","83","Clicktech Retail Private Ltd",,"No deal found","54"
"B084GR4B35",,"24020-N","NEW WARE 3 Inch Round Stainless Steel Bathroom Floor Drain | Chrome Finish Water Drain Grating | Multi-Hole Bathroom Jali, Rust-Resistant Floor Trap",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","251","499","2255","3.6","5","85","Clicktech Retail Private Ltd",,"Ends in 22 hours 6 minutes ...","50"
"B084GR84V3",,"24030-N",,,,,,,,,,,,,"0"
"B084GRF65F",,"24050-N",,,,,,,,,,,,,"0"
"B084GRNLCS",,"24031-N","NEW WARE® 4 Inch Round Stainless Steel Bathroom Floor Drain | Chrome Finish Water Drain Grating with Hole | Rust-Resistant Bathroom Jali",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","188","499",,"3.7","36","75","Clicktech Retail Private Ltd",,"No deal found","62"
"B084GSHND9",,"24100-N",,,,,,,,,,,,,"0"
"B084GT3LMN",,"24040-N",,,,,,,,,,,,,"0"
"B084GT69TR",,"11011-N",,,,,,,,,,,,,"0"
"B084H31VFT",,"22860-(2)",,,,,,,,,,,,,"0"
"B084HBV58H",,"18080-N",,,,,,,,,,,,,"0"
"B084HFT44C",,"Geyser Kit","New Ware Geyser Connection Installation Kit | Complete Water Heater Installation Set for Bathroom & Home",,"Home & Kitchen › Heating, Cooling & Air Quality › Water Heaters & Geysers › Instant Water Heaters","589","1599",,"4","57","79","Clicktech Retail Private Ltd",,"Ends in 21 hours 44 minutes...","63"
"B084JD1P4W",,"24851-FBA",,,,,,,,,,,,,"0"
"B084JDCHHQ",,"24110-N",,,,,,,,,,,,,"0"
"B084JDZDJP",,"24240-N-FBA","NEW WARE 6 x 6 Inch Square Locking Stainless Steel Bathroom Floor Drain with Hole - Chrome Finish Water Drain Grating Floor Trap",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","351","499",,"3.3","2","71","KIDLEN INDIA LLP",,"No deal found","30"
"B084JJYGB7",,"24200-N","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B084JNR9VG",,"24190-N",,,,,,,,,,,,,"0"
"B084JP9P7W",,"24130-N",,,,,,,,,,,,,"0"
"B084JQF1PS",,"24230-N",,,,,,,,,,,,,"0"
"B084SCX4CH",,"25690","KI PVC Washing Machine Cock (PTMT) Bib Tap Faucet with Wall Flange - Convenient Wall-Mounted Tap for Washing Machine (Ivory)",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Bathroom Basin Taps › Touch On Taps","349","899",,"3","5","78","Clicktech Retail Private Ltd",,"Ends in 21 hours 44 minutes...","61"
"B0856ZYSN4",,"21151-1-N",,,,,,,,,,,,,"0"
"B0857FYB2T",,"21150-1-N",,,,,,,,,,,,,"0"
"B085B2RXFB",,"11290-N",,,,,,,,,,,,,"0"
"B085CHPSXP",,"27800-N",,,,,,,,,,,,,"0"
"B085G5HDGR",,"90012",,,,,,,,,,,,,"0"
"B08BKV21ZF",,"31520-(Pack of 5)",,,,,,,,,,,,,"0"
"B08BKW3K3P",,"31520 (Pack of 10)",,,,,,,,,,,,,"0"
"B08C21L1YL",,"21100-15","NEW WARE 15 Meter Washing Machine Outlet Pipe Flexible Drain Hose for Fully and Semi Automatic Washing Machines",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","1099","1999",,"4","10","78","KIDLEN INDIA LLP",,"No deal found","45"
"B08CJZ58RN",,"16710-N",,,,,,,,,,,,,"0"
"B08CY4PB4K",,"34881",,,,,,,,,,,,,"0"
"B08D7JZY2G",,"26030-(Pack of 1) T/Tape","NEW WARE® PTFE Teflon Tape | 10 m x 12 mm Thread Seal Tape for Plumbing, Pipes & Fittings (Pack of 1)",,"Industrial & Scientific › Tapes, Adhesives & Sealers › Tape › Sealing Tape","191","499",,"3.7","14","83","Clicktech Retail Private Ltd",,"No deal found","62"
"B08D7NVQ76",,"26030-(Pack of 10)",,,,,,,,,,,,,"0"
"B08D7QB19F",,"26030-(Pack of 3)","NEW WARE PTFE Teflon Tape | Thread Seal Tape for Plumbing Pipes & Fittings | Leak-Proof Sealing Solution",,"Home & Kitchen › Kitchen & Home Appliances › Water Purifiers & Accessories › Water Purifier Accessories","251","499",,"3.9","50","84","Clicktech Retail Private Ltd",,"Ends in 21 hours 52 minutes...","50"
"B08DCR8FC4",,"19545",,,,,,,,,,,,,"0"
"B08DCRC93K",,"19541",,,,,,,,,,,,,"0"
"B08DG6Q6VP",,"22461-(Pack of 2)","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B08DG6W5QB",,"22461-(Pack of 6)",,,,,,,,,,,,,"0"
"B08DG7P3PR",,"22501-(Pack of 2)","KI Brass CP Tank Nipple/Connector 2 Inch (50 MM) - Male Ends, Pack of 2",,"Industrial & Scientific › Hydraulics, Pneumatics & Plumbing › Fittings › Pipe Fittings","1979","3959","1865","5","2","85","Clicktech Retail Private Ltd",,"Ends in 21 hours 51 minutes...","50"
"B08DV88YN4",,"21056 (6 mtr Autotop)","NEW WARE 6 Meter Washing Machine Inlet Hose Pipe | For Top Loading Fully Automatic Machines",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","614","1359",,"4.1","411","77","Clicktech Retail Private Ltd",,"No deal found","55"
"B08F2S91NP",,"23825","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B08F49B4SN",,"21040-(N)",,,,,,,,,,,,,"0"
"B08FC2DXV4",,"19450",,,,,,,,,,,,,"0"
"B08FGF2WDZ",,"31220-(Pack of 4)","NEW WARE Ceramic Disk Fitting Brass FLT Type 28 x 1.5 Spindle Tap Cartridge Inner Repair Part Pack of 4",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Bathroom Basin Taps › Touch On Taps","1203","1799",,"4.2","91","86","Clicktech Retail Private Ltd",,"No deal found","33"
"B08FHYVH2X",,"34931",,,,,,,,,,,,,"0"
"B08FXGXLXB",,"21057-7 mtr Auto top",,,,,,,,,,,,,"0"
"B08FXGZH9W",,"21051-10 mtr Auto top",,,,,,,,,,,,,"0"
"B08FXL46XB",,"21058-8 mtr auto top","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B08FXLNP9W",,"21059-9 mtr Auto top","NEW WARE 9 Meter Hose Inlet Pipe for Top Loading Fully Automatic Washing Machine Water Inlet Extension Pipe",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","829","1249",,"4.2","56","86","Clicktech Retail Private Ltd",,"Ends in 21 hours 49 minutes...","34"
"B08GBVMG1F",,"13050-N","NEW WARE Hand Shower Head with Wall Mount Hook | Bathroom Handheld Shower for Daily Use",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Showers › Handheld Showers","719","1419",,"5","1","89","Clicktech Retail Private Ltd",,"No deal found","49"
"B08GCB9KVV",,"17120-N(Pack of 2)",,,,,,,,,,,,,"0"
"B08GCM8Y62",,"17110-N (Pack of 2)","NEW WARE® 18 Inch Aluminum Grip Connection Pipe | Flexible Water Supply Hose for Geyser, Wash Basin & Bathroom | Leak-Proof, Durable | Pack of 2",,"Outdoor Living › Gardening › Watering Equipment › Watering Hoses & Accessories › Hose Parts & Connectors","196","499",,"4","22","85","Clicktech Retail Private Ltd",,"No deal found","61"
"B08GCPMXH8",,"17130-N (Pack of 2)",,,,,,,,,,,,,"0"
"B08GH9K16C",,"23828","NEW WARE® 360 Degree Flexible Water Nozzle Faucet Spout - Multi-Flow with Saving Filter - Ideal for Bathroom/Kitchen Tap - Silver (Pack of 2)",,"Home Improvement › Plumbing › Tap Parts › Aerators","237","549",,"3.3","21","75","Clicktech Retail Private Ltd",,"No deal found","57"
"B08GJ2VZ6V",,"11390-N",,,,,,,,,,,,,"0"
"B08GJ4XJV3",,"11340-N",,,,,,,,,,,,,"0"
"B08GJ5C711",,"12260-N",,,,,,,,,,,,,"0"
"B08GJ5GT4D",,"11012-N",,,,,,,,,,,,,"0"
"B08GJ5SMCH",,"11250-N",,,,,,,,,,,,,"0"
"B08GJ67MGF",,"11180-N",,,,,,,,,,,,,"0"
"B08GJ685NW",,"11090-N",,,,,,,,,,,,,"0"
"B08GJ69SG7",,"11280-N-FBA",,,,,,,,,,,,,"0"
"B08GJ6S2JB",,"12011-N","NEW WARE PVC Health Faucet Set with 1 Meter Hose & Wall Mount Hook | Ivory Handheld Jet Spray for Toilet & Bathroom",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Health Faucets","479","959",,"3.4","21","84","Clicktech Retail Private Ltd",,"Ends in 21 hours 40 minutes...","50"
"B08GJ76S96",,"11012-(Pack of 2)","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B08GJ8DLL8",,"11390-(Pack of 2)",,,,,,,,,,,,,"0"
"B08GJ991X8",,"11230-(Pack of 2)",,,,,,,,,,,,,"0"
"B08GJ9SM37",,"11210-(Pack of 2)-FBA",,,,,,,,,,,,,"0"
"B08GM6XZX1",,"31010-(Pack of 2)","NEW WARE Brass Ceramic Disc Cartridge Ess Trend Type 1/2 Inch | Quarter Turn Faucet Valve for Hot & Cold Taps | Pack of 2",,"Home Improvement › Plumbing › Tap Parts › Tap Valves","499","899",,"3.5","15","75","Clicktech Retail Private Ltd",,"Ends in 22 hours 0 minutes ...","44"
"B08GWQ63YZ",,"22751","NEW WARE Adjustable Wall Mixer Legs 1/2 x 3/4 Inch | Silver Extension Legs for Bathroom Mixer Taps | Pair",,"Home Improvement › Hardware › Bathroom Hardware › Bathroom Fixture Hardware Parts","509","1019",,"3.8","43","85","Clicktech Retail Private Ltd",,"Ends in 21 hours 46 minutes...","50"
"B08H2H198H",,"14450-N",,,,,,,,,,,,,"0"
"B08H2JHJYY",,"14930-N","NEW WARE PVC Overhead Shower Complete Set with Round Shower Arm - Durable and Easy-to-Install Bathroom Fixture",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Showers › Overhead Showers","369","739",,"3.6","3","75","Clicktech Retail Private Ltd",,"Ends in 21 hours 40 minutes...","50"
"B08H3LSJ8X",,"13590-N-FBA",,,,,,,,,,,,,"0"
"B08H3PGTNC",,"13540-N",,,,,,,,,,,,,"0"
"B08H43K5GQ",,"13560-N-FBA",,,,,,,,,,,,,"0"
"B08J7XBFF3",,"24610-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J872FZZ",,"24511-N","NEW WARE Square 5 x 5 Inch Stainless Steel Bathroom Jali/Trap | Chrome Finish Water Drain Grating | Rust-Resistant Floor Drain Cover",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","198","499","4942","5","3","85","Clicktech Retail Private Ltd",,"No deal found","60"
"B08J87WYL8",,"24510-FBA",,,,,,,,,,,,,"0"
"B08J89HDP7",,"24851-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J89JMBK",,"24512","New Ware Square 6 x 6 Inch Stainless Steel Bathroom Jali with Trap, Chrome Finish Floor Drain Grating for Efficient Water Drainage",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers",,,"1107","4.4","21","85","Clicktech Retail Private Ltd",,"Limited Time Deal","0"
"B08J8C6H56",,"24050-(Pack of 2)","NEW WARE (Pack of 2) Round 5 Inch Stainless Steel Bathroom Jali/Trap | Chrome Finish Water Drain Grating | Rust-Resistant Floor Drain Cover",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","210","499","947","5","4","82","Clicktech Retail Private Ltd",,"No deal found","58"
"B08J8CBNJT",,"24030-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J8CKB89",,"24521-N",,,,,,,,,,,,,"0"
"B08J8CRVC8",,"24520-FBA",,,,,,,,,,,,,"0"
"B08J8D9256",,"24031-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J8DJKFZ",,"24190-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J8DMKZ2",,"24040-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J8DYCYY",,"24620-N","NEW WARE Square 5 x 5 Inch Stainless Steel Bathroom Floor Drain Jali/Trap | Chrome Finish Water Drain Grating",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","251","499","2217","3.6","11","85","Clicktech Retail Private Ltd",,"No deal found","50"
"B08J8G7Y7V",,"24220-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J8G9PJ3",,"24020-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J8GC9WY",,"24200-(Pack of 2)",,,,,,,,,,,,,"0"
"B08J8JGST3",,"24320-N",,,,,,,,,,,,,"0"
"B08J9HPR9F",,"24280-N",,,,,,,,,,,,,"0"
"B08JM1FMJV",,"16181-(Pack of 2)","NEW WARE ABS Wall Mounted Liquid Dispenser Combo 400 ml x 2 Push Type Soap Dispenser for Hand Wash Sanitizer Shampoo Bathroom Kitchen Office Pack of 2 White",,"Home & Kitchen › Home Storage & Organisation › Bathroom Accessories & Organization › Bathroom Soap Dispensers","1169","2339",,"4.2","48","88","Clicktech Retail Private Ltd",,"Ends in 21 hours 47 minutes...","50"
"B08JX84NPM",,"21140+21080",,,,,,,,,,,,,"0"
"B08JYY5YQW",,"21151+21100","NEW WARE 5 Meter Semi Automatic Washing Machine Inlet Pipe with Outlet Pipe | Drain & Extension Hose Combo | Size Both 5 Meter",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","449","999",,"3.8","38","84","Clicktech Retail Private Ltd",,"Ends in 21 hours 52 minutes...","55"
"B08JZ2WB24",,"21150+21091","NEW WARE 3 Meter Semi Automatic Washing Machine Inlet Pipe with Outlet Pipe | Water Inlet & Drain Hose Combo | Size Both 3 Meter",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses",,,,"4","87","86","Clicktech Retail Private Ltd",,"Limited Time Deal","0"
"B08K488NWG",,"21562-(Pack of 4)","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B08K489HWM",,"21562-(Pack of 10)",,,,,,,,,,,,,"0"
"B08K4QNMGL",,"32070-(Pack of 2)","NEW WARE Mouth Operated 1/2 Inch Brass Spindle Disc Cartridge | Tap Repair Spare Part for Mouth Operated Taps | Pack of 2",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Bathroom Sink & Bathtub Accessories","499","999","530","4.3","20","85","Clicktech Retail Private Ltd",,"Ends in 22 hours 2 minutes ...","50"
"B08K8WPKF9",,"21030+21080",,,,,,,,,,,,,"0"
"B08K8X2W5G",,"21020+21070",,,,,,,,,,,,,"0"
"B08K93L2BL",,"21040+21091","NEW WARE 3 Meter Washing Machine Inlet & Outlet Hose Pipe Combo | Universal Tap Adaptor | For Top & Front Load Fully Automatic Machines",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","563","1199",,"4.1","106","78","Clicktech Retail Private Ltd",,"No deal found","53"
"B08K95MF38",,"21050+21100",,,,,,,,,,,,,"0"
"B08KG3Z6CW",,"31520-(Pack of 1)",,,,,,,,,,,,,"0"
"B08KG9DJDP",,"24851-(Pack of 4)",,,,,,,,,,,,,"0"
"B08KHFLRX3",,"24851-(Pack of 6)",,,,,,,,,,,,,"0"
"B08KJ3X29Z",,"24100-(Pack of 4)",,,,,,,,,,,,,"0"
"B08KS59WLL",,"21050+21562","NEW WARE 5 Meter PVC Washing Machine Inlet Hose Pipe | Textile Braided with ABS Connector & Tap Adapter | For Top & Front Load Machines",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses",,,,"4.1","179","87","Clicktech Retail Private Ltd",,"Limited Time Deal","0"
"B08KS5HKZR",,"21040+21562","NEW WARE 3 Meter Washing Machine Inlet Pipe with ABS Connector | Universal Tap Adapter | For Top & Front Load Fully Automatic Machines",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","509","1019",,"4.1","139","77","Clicktech Retail Private Ltd",,"Ends in 21 hours 50 minutes...","50"
"B08KS5MB5J",,"21030+21562",,,,,,,,,,,,,"0"
"B08KT1H9S8",,"21050-(N)","NEW WARE® Easy Fit 5 Meter Washing Machine Inlet Pipe with Universal Tap Adapter |Leak-Proof Connector | PVC Water Inlet/Inflow Hose for Top & Front Load Fully Automatic Machines",,"Home & Kitchen › Large Appliances › Parts & Accessories › Washer Parts & Accessories › Hoses","569","699",,"4.1","535","82","Clicktech Retail Private Ltd",,"Ends in 22 hours 5 minutes ...","19"
"B08KT1JHVY",,"21100-10 (N)",,,,,,,,,,,,,"0"
"B08L3Q1P8Q",,"27150-(1 Pair)",,,,,,,,,,,,,"0"
"B08L5Q8BBY",,"18040-(Pack of 2)",,,,,,,,,,,,,"0"
"B08L64WKR9",,"18070","NEW WARE Brass Wall Hook for Faucet & Hand Shower | Square Health Faucet Holder | Chrome Finish Bathroom Accessory for Washrooms",,"Home Improvement › Hardware › Bathroom Hardware › Bath Towel Hooks","299","599",,"3.9","138","86","Clicktech Retail Private Ltd",,"No deal found","50"
"B08L65M3NL",,"18130",,,,,,,,,,,,,"0"
"B08L663XNS",,"18130-(Pack of 2)","Unknown Product",,,,,,,,"25",,,"No deal found","0"
"B08L7KQMXD",,"22701","NEW WARE Adjustable Wall Mixer Legs for Installation of Bathroom Mixer taps with 1/2 x 3/4-inch CP Brass Jaq.Type (Pair of 1)",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Shower & Bath Taps","549","1098","217","3.7","38","85","Clicktech Retail Private Ltd",,"No deal found","50"
"B08LC47NZZ",,"31220-(Pack of 1)",,,,,,,,,,,,,"0"
"B08M615R6F",,"19522 (12 Inch Braided Pipe)","NEW WARE 12 Inch Braided Waste Pipe with 32 mm Coupler | Heavy Duty Drain Pipe for Wash Basin, Sink & Water Outlet",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Pipe Fittings & Accessories › Waste Coupling","186","499",,"2.3","3","80","Clicktech Retail Private Ltd",,"No deal found","63"
"B08MW8NRNZ",,"16180+16181",,,,,,,,,,,,,"0"
"B08P4BLT75",,"19670-Blue (Pack of 1)",,,,,,,,,,,,,"0"
"B08P4WCR5Q",,"19670-Blue (Pack of 2)",,,,,,,,,,,,,"0"
"B08P8C8YW1",,"19670-Grey (Pack of 4)","NEW WARE Silicone Drain Stopper & Filter Hair Catcher | Sink, Wash Basin, Bathroom & Bathtub Drain Cover | Standard 4 Inch | Pack of 4 (Random Colour)",,"Home Improvement › Hardware › Bathroom Hardware › Drain Strainers","359","719","1946","3.2","59","87","Clicktech Retail Private Ltd",,"Ends in 22 hours 0 minutes ...","50"
"B08P8J4W9V",,"19670-Grey (Pack of 6)",,,,,,,,,,,,,"0"
"B08P8J6W8G",,"19670-Blue (Pack of 6)",,,,,,,,,,,,,"0"
"B08P8JGMGZ",,"19670-Blue (Pack of 8)",,,,,,,,,,,,,"0"
"B08P8KVYYD",,"19670-Grey (Pack of 8)",,,,,,,,,,,,,"0"
"B08P8TKXZ6",,"19670-(Grey) Pack of 10","NEW WARE Pack of 10 Silicone Stopper and Filter Drain Strainer 4 Inch Hair Catcher Water Sealer for Bathroom Kitchen Sink Wash Basin Bathtub Random Color",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Bathroom Sink & Bathtub Accessories","636","1759","942",,,"84","Clicktech Retail Private Ltd",,"No deal found","64"
"B08PNNZG2G",,"19524 (24 Inch Braided Pipe)",,,,,,,,,,,,,"0"
"B08PP3YBCB",,"19523 (18 Inch Braided Pipe)",,,,,,,,,,,,,"0"
"B08Q3953NZ",,"23651-(Pack of 2)",,,,,,,,,,,,,"0"
"B08Q3GXSY7",,"23651-(Pack of 12)",,,,,,,,,,,,,"0"
"B08Q3S7P25",,"23751-(Pack of 6)",,,,,,,,,,,,,"0"
"B08Q44WRN3",,"23751-(Pack of 2)","KI 1/2-Inch Brass Chrome Plated 90 Degree Elbow with Internal Thread (Pack of 2) CP Elbow for Pipe Fittings",,"Industrial & Scientific › Hydraulics, Pneumatics & Plumbing › Fittings › Pipe Fittings","439","879","475","3.8","18","73","Clicktech Retail Private Ltd",,"Ends in 21 hours 55 minutes...","50"
"B08QCTM72J",,"19650-Chain Plug",,,,,,,,,,,,,"0"
"B08QR5VP18",,"23170-(Pack of 2)",,,,,,,,,,,,,"0"
"B08QR71K93",,"23180-(Pack of 8)",,,,,,,,,,,,,"0"
"B08QRBKQ26",,"23190-(Pack of 2)",,,,,,,,,,,,,"0"
"B08QRC3Z6K",,"23170-(Pack of 6)","NEW WARE® CP Extension Nipple Brass 1 inch (Pack of 6) | Durable Chrome Finish Pipe Fitting | Silver - Ideal for Plumbing Systems",,"Home Improvement › Kitchen & Bath Fixtures › Bathroom Fixtures › Health Faucets","444","790.5","1928","3.5","24","87","Clicktech Retail Private Ltd",,"No deal found","44"
