asin,sku,date,metrics.sales,metrics.spend,metrics.clicks,metrics.impressions,metrics.orders,metrics.conversion_rate,metrics.acos,metrics.roas,metrics.ctr,metrics.cpc,metrics.conversions,metrics.same_sku_sales,metrics.same_sku_orders,metrics.daily_budget,metrics.total_budget,metrics.max_spend,metrics.avg_spend,metrics.total_sales,metrics.total_acos,metrics.total_units,metrics.organic_sales,metrics.organic_orders,metrics.page_views,metrics.ad_sales_perc,metrics.tos_is,metrics.aov,metrics.sessions,metrics.buy_box_percentage,metrics.browser_sessions,metrics.mobile_app_sessions
B0FDGQ9K72,"""None""","""2026-04-16""",713.33,96.06,32,4564,1,0.03125,0.1347,7.43,0.007,3,1,0,0,,,,,0,,0,0,0,42,,,713.33,0,,0,0
B0FDGQ9K72,"""None""","""2026-04-23""",709.52,49.81,17,2613,1,0.058824,0.0702,14.24,0.0065,2.93,1,0,0,,,,,0,,0,0,0,40,,,709.52,0,,0,0
B0FDGQ9K72,"""None""","""2026-04-24""",709.52,29.06,11,2292,1,0.090909,0.041,24.42,0.0048,2.64,1,0,0,,,,,0,,0,0,0,21,,,709.52,0,,0,0
B0FDGQ9K72,"""None""","""2026-04-27""",709.52,44.77,17,2388,1,0.058824,0.0631,15.85,0.0071,2.63,1,0,0,,,,,0,,0,0,0,39,,,709.52,0,,0,0
B0FDGQ9K72,"""None""","""2026-04-30""",709.52,21.06,10,1571,1,0.1,0.0297,33.69,0.0064,2.11,1,0,0,,,,,0,,0,0,0,16,,,709.52,0,,0,0
B0GHF8GLRF,"""None""","""2026-04-11""",1046.67,36.15,22,5488,1,0.045455,0.0345,28.95,0.004,1.64,1,0,0,,,,,0,,0,0,0,47,,,1046.67,0,,0,0
B0GHF8GLRF,"""None""","""2026-04-21""",757.14,30.06,25,4144,1,0.04,0.0397,25.19,0.006,1.2,1,0,0,,,,,0,,0,0,0,71,,,757.14,0,,0,0
B0GHF8GLRF,"""None""","""2026-04-22""",757.14,21.79,18,2425,1,0.055556,0.0288,34.75,0.0074,1.21,1,0,0,,,,,1042.86,2.09,1,285.72,0,60,72.6,,757.14,0,,0,0
B0G4SCJVDG,"""None""","""2026-04-09""",757.14,71.65,28,2553,1,0.035714,0.0946,10.57,0.011,2.56,1,0,0,,,,,0,,0,0,0,40,,,757.14,0,,0,0
B0G4SCJVDG,"""None""","""2026-04-23""",760.95,21.59,7,398,1,0.142857,0.0284,35.25,0.0176,3.08,1,0,0,,,,,0,,0,0,0,10,,,760.95,0,,0,0
