asin,sku,date,sales,spend,clicks,impressions,orders,conversion_rate,acos,roas,ctr,cpc,conversions,same_sku_sales,same_sku_orders,daily_budget,total_budget,max_spend,avg_spend,total_sales,total_acos,total_units,organic_sales,organic_orders,page_views,ad_sales_perc,tos_is,aov,sessions,buy_box_percentage,browser_sessions,mobile_app_sessions
B0CWLK6Y1N,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CWLK6Y1N,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-09""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-12""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-17""",0,14.71,3,1358,0,0,,0,0.0022,4.9,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-19""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-23""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-24""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-26""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVMBYSM,"""None""","""2026-03-27""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-01""",0,2.34,1,36,0,0,,0,0.0278,2.34,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-02""",0,0,0,28,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-03""",0,2.36,1,37,0,0,,0,0.027,2.36,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-04""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-05""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-06""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,456.19,0,1,456.19,1,3,0,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-07""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-12""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-14""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-15""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-17""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-18""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-19""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-24""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CVXJD7LH,"""None""","""2026-03-28""",0,1.06,1,3,0,0,,0,0.3333,1.06,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-08""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-09""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-12""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-13""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-16""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-17""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-18""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-19""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-26""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVL2L6C,"""None""","""2026-03-29""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-01""",0,0,0,15,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-02""",0,0,0,473,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-03""",0,15,4,729,0,0,,0,0.0055,3.75,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-04""",0,0,0,88,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-05""",0,0,0,63,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-06""",0,3.57,1,212,0,0,,0,0.0047,3.57,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-07""",0,6.45,2,508,0,0,,0,0.0039,3.23,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-08""",0,3,1,265,0,0,,0,0.0038,3,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-09""",0,2.72,1,285,0,0,,0,0.0035,2.72,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-10""",0,2.95,1,178,0,0,,0,0.0056,2.95,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-11""",0,3.47,1,134,0,0,,0,0.0075,3.47,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-12""",0,2.89,1,163,0,0,,0,0.0061,2.89,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-13""",0,2.67,1,278,0,0,,0,0.0036,2.67,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-14""",0,0,0,232,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-15""",0,0,0,292,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-16""",0,0,0,107,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-17""",0,0,0,78,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-18""",0,4.8,2,201,0,0,,0,0.01,2.4,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-19""",0,5.71,3,239,0,0,,0,0.0126,1.9,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-20""",0,5.06,2,1202,0,0,,0,0.0017,2.53,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-24""",0,0,0,10,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-25""",0,0,0,27,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-26""",0,6.56,2,626,0,0,,0,0.0032,3.28,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-27""",0,9.59,3,1700,0,0,,0,0.0018,3.2,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-28""",0,8.49,3,1558,0,0,,0,0.0019,2.83,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-29""",0,14.35,4,970,0,0,,0,0.0041,3.59,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32X4VFQ,"""None""","""2026-03-30""",0,0,0,1215,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0F32X4VFQ,"""None""","""2026-03-31""",0,4.52,1,356,0,0,,0,0.0028,4.52,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CWLKYNJH,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0DG2XHMN7,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-01""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-02""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-03""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-04""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-05""",0,0,0,12,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-06""",0,0,0,25,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-07""",0,0,0,20,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-08""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-09""",0,0,0,45,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-10""",0,0,0,36,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-11""",0,0,0,47,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,5,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-12""",0,0,0,49,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-13""",0,0,0,12,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-14""",0,0,0,24,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-15""",0,0,0,43,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-16""",0,0,0,61,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-17""",0,7.27,2,112,0,0,,0,0.0179,3.63,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-18""",0,0,0,58,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-19""",0,0,0,42,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-20""",0,0,0,36,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-27""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-28""",0,0,0,9,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-29""",0,0,0,13,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FGVN3VN3,"""None""","""2026-03-30""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-01""",0,0,0,23,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-02""",0,0,0,67,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-03""",0,3.17,1,67,0,0,,0,0.0149,3.17,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-04""",0,0,0,17,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-05""",0,0,0,15,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-06""",0,0,0,126,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-07""",0,17.35,6,1162,0,0,,0,0.0052,2.89,0,0,0,,,,,0,,0,0,0,8,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-08""",0,0,0,125,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-09""",0,0,0,103,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-10""",0,0,0,58,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
