asin,sku,date,sales,spend,clicks,impressions,orders,conversion_rate,acos,roas,ctr,cpc,conversions,same_sku_sales,same_sku_orders,daily_budget,total_budget,max_spend,avg_spend,total_sales,total_acos,total_units,organic_sales,organic_orders,page_views,ad_sales_perc,tos_is,aov,sessions,buy_box_percentage,browser_sessions,mobile_app_sessions
B0FGVKNZWJ,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVKNZWJ,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQJRP3,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DG2XGGQ5,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DG2XGGQ5,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CW3RFZCP,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DG2ZB37P,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DG2ZB37P,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVPJ6GV,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,4,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,0,,0,,,4,,,,0,,0,0
B0FGVPJ6GV,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVM9DKM,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVM9DKM,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DG2X2F61,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0DG2X2F61,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,0,,0,,,2,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,0,,0,,,4,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGV5DY81,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGV5DY81,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXQC937,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVHY71D,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVHY71D,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVHY71D,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVHY71D,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVHY71D,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVHY71D,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVHY71D,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0D5VNY26V,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0D5VNY26V,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0D5VNY26V,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0D5VNY26V,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXR64VP,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS7H2S,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
