asin,sku,date,metrics.sales,metrics.spend,metrics.clicks,metrics.impressions,metrics.orders,metrics.conversion_rate,metrics.acos,metrics.roas,metrics.ctr,metrics.cpc,metrics.conversions,metrics.same_sku_sales,metrics.same_sku_orders,metrics.daily_budget,metrics.total_budget,metrics.max_spend,metrics.avg_spend,metrics.total_sales,metrics.total_acos,metrics.total_units,metrics.organic_sales,metrics.organic_orders,metrics.page_views,metrics.ad_sales_perc,metrics.tos_is,metrics.aov,metrics.sessions,metrics.buy_box_percentage,metrics.browser_sessions,metrics.mobile_app_sessions
B0G4VWZWNQ,"""None""","""2026-05-23""",0,0,0,2,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4VWZWNQ,"""None""","""2026-05-24""",0,0,0,2,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4VWZWNQ,"""None""","""2026-05-26""",0,11.22,1,14,0,0.0,,0.0,0.0714,11.22,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0G4VWZWNQ,"""None""","""2026-05-27""",0,0,0,2,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0G4VWZWNQ,"""None""","""2026-05-28""",0,0,0,2,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4VWZWNQ,"""None""","""2026-05-30""",0,0,0,1,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4VWZWNQ,"""None""","""2026-05-31""",0,0,0,1,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-19""",0,0,0,1,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-22""",0,0,0,12,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-23""",0,0,0,26,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-24""",0,1.86,1,39,0,0.0,,0.0,0.0256,1.86,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-25""",0,0,0,50,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-26""",0,0,0,58,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-27""",0,0,0,41,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-28""",0,0,0,17,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-30""",0,0,0,83,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4DDJ9YC,"""None""","""2026-05-31""",0,0,0,109,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-23""",0,0,0,1,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-24""",0,0,0,3,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-25""",0,0,0,5,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-28""",0,0,0,1,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-30""",0,0,0,5,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G4H1LB4X,"""None""","""2026-05-31""",0,0,0,8,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-22""",0,0,0,1,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-23""",0,0,0,16,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-24""",0,0,0,15,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-25""",0,0,0,60,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-26""",0,0,0,21,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-27""",0,0,0,37,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-28""",0,0,0,23,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-30""",0,0,0,1,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0GMW3V97S,"""None""","""2026-05-31""",0,0,0,2,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G3XLP3MH,"""None""","""2026-05-22""",0,0,0,2,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0G3XLP3MH,"""None""","""2026-05-23""",0,0,0,5,0,0,,,0.0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
