asin,sku,date,metrics.sales,metrics.spend,metrics.clicks,metrics.impressions,metrics.orders,metrics.conversion_rate,metrics.acos,metrics.roas,metrics.ctr,metrics.cpc,metrics.conversions,metrics.same_sku_sales,metrics.same_sku_orders,metrics.daily_budget,metrics.total_budget,metrics.max_spend,metrics.avg_spend,metrics.total_sales,metrics.total_acos,metrics.total_units,metrics.organic_sales,metrics.organic_orders,metrics.page_views,metrics.ad_sales_perc,metrics.tos_is,metrics.aov,metrics.sessions,metrics.buy_box_percentage,metrics.browser_sessions,metrics.mobile_app_sessions
B0D7MY6MQF,"""None""","""2026-05-25""",1426.67,14.61,2,268,1,0.5,0.0102,97.65,0.0075,7.3,1,0,0,,,,,0,,0,0,0,2,,,1426.67,0,,0,0
B09M882RL5,"""None""","""2026-05-08""",1760.95,18.48,4,1121,1,0.25,0.0105,95.29,0.0036,4.62,1,0,0,,,,,0,,0,0,0,14,,,1760.95,0,,0,0
B0CZ4H13FX,"""None""","""2026-05-15""",552.38,14.75,6,643,1,0.166667,0.0267,37.45,0.0093,2.46,1,552.38,1,,,,,0,,0,0,0,11,,,552.38,0,,0,0
B0CZ4F4T66,"""None""","""2026-05-02""",1290.48,6.68,2,263,1,0.5,0.0052,193.19,0.0076,3.34,1,1290.48,1,,,,,0,,0,0,0,4,,,1290.48,0,,0,0
B0CZ4F4T66,"""None""","""2026-05-07""",565.71,23.6,6,1410,1,0.166667,0.0417,23.97,0.0043,3.93,1,565.71,1,,,,,0,,0,0,0,11,,,565.71,0,,0,0
B0C3RRMH86,"""None""","""2026-05-09""",570.48,70.03,34,5158,1,0.029412,0.1228,8.15,0.0066,2.06,1,570.48,1,,,,,570.48,12.28,1,0,0,59,100.0,,570.48,0,,0,0
B0C3RRMH86,"""None""","""2026-05-10""",570.48,90.24,29,2084,1,0.034483,0.1582,6.32,0.0139,3.11,1,570.48,1,,,,,570.48,15.82,1,0,0,41,100.0,,570.48,0,,0,0
B0D96LZYBF,"""None""","""2026-05-11""",1356.19,59.52,32,3006,1,0.03125,0.0439,22.79,0.0106,1.86,1,0,0,,,,,0,,0,0,0,41,,,1356.19,0,,0,0
B09M89KKTR,"""None""","""2026-05-20""",1808.58,7.64,3,566,1,0.333333,0.0042,236.73,0.0053,2.55,1,0,0,,,,,0,,0,0,0,3,,,1808.58,0,,0,0
B0D96M22YJ,"""None""","""2026-05-06""",2494.29,6.92,5,1113,1,0.2,0.0028,360.45,0.0045,1.38,1,2494.29,1,,,,,0,,0,0,0,13,,,2494.29,0,,0,0
B09J543CJK,"""None""","""2026-05-04""",1475.24,12.4,7,2070,1,0.142857,0.0084,118.97,0.0034,1.77,1,0,0,,,,,0,,0,0,0,12,,,1475.24,0,,0,0
B0D7MRDKTQ,"""None""","""2026-05-21""",812.38,41.75,10,231,1,0.1,0.0514,19.46,0.0433,4.17,1,812.38,1,,,,,0,,0,0,0,12,,,812.38,0,,0,0
B0D7MRDKTQ,"""None""","""2026-05-23""",812.38,3.72,1,114,1,1.0,0.0046,218.38,0.0088,3.72,1,812.38,1,,,,,0,,0,0,0,7,,,812.38,0,,0,0
B0BRXYLKP5,"""None""","""2026-05-12""",3313.33,17.02,8,1779,1,0.125,0.0051,194.67,0.0045,2.13,1,3313.33,1,,,,,3313.33,0.51,1,0,0,13,100.0,,3313.33,0,,0,0
B0CQXTLVFH,"""None""","""2026-05-09""",1113.33,6.3,1,571,1,1.0,0.0057,176.72,0.0018,6.3,1,1113.33,1,,,,,0,,0,0,0,23,,,1113.33,0,,0,0
B0D96L3VX4,"""None""","""2026-05-26""",3426.67,12.94,7,575,1,0.142857,0.0038,264.81,0.0122,1.85,1,3426.67,1,,,,,0,,0,0,0,15,,,3426.67,0,,0,0
B0D96LFFPK,"""None""","""2026-05-29""",3041.9,9.63,5,538,1,0.2,0.0032,315.88,0.0093,1.93,1,3041.9,1,,,,,0,,0,0,0,9,,,3041.9,0,,0,0
B0C3RRYMRW,"""None""","""2026-05-02""",665.71,1.0,1,110,1,1.0,0.0015,665.71,0.0091,1.0,1,665.71,1,,,,,0,,0,0,0,3,,,665.71,0,,0,0
B0CQXRPJYG,"""None""","""2026-05-08""",1071.43,19.19,3,387,1,0.333333,0.0179,55.83,0.0078,6.4,1,1071.43,1,,,,,1071.43,1.79,1,0,0,7,100.0,,1071.43,0,,0,0
B0D7MJH25V,"""None""","""2026-05-08""",860.0,9.48,2,468,1,0.5,0.011,90.72,0.0043,4.74,1,0,0,,,,,0,,0,0,0,2,,,860.0,0,,0,0
B0D96M2X93,"""None""","""2026-05-12""",1618.1,6.26,3,102,1,0.333333,0.0039,258.48,0.0294,2.09,1,0,0,,,,,0,,0,0,0,15,,,1618.1,0,,0,0
B0FJ64KJ35,"""None""","""2026-05-24""",1331.43,5.31,1,48,1,1.0,0.004,250.74,0.0208,5.31,1,1331.43,1,,,,,0,,0,0,0,4,,,1331.43,0,,0,0
B0D7MTNYNL,"""None""","""2026-05-20""",812.38,12.1,2,33,1,0.5,0.0149,67.14,0.0606,6.05,1,812.38,1,,,,,0,,0,0,0,3,,,812.38,0,,0,0
B0C3RQS3VH,"""None""","""2026-05-04""",665.71,10.02,9,396,1,0.111111,0.0151,66.44,0.0227,1.11,1,665.71,1,,,,,665.72,1.51,1,0.01,0,12,100.0,,665.71,0,,0,0
B0C3RRGKV4,"""None""","""2026-05-01""",661.9,27.0,24,3359,1,0.041667,0.0408,24.51,0.0071,1.12,1,661.9,1,,,,,661.9,4.08,1,0,0,35,100.0,,661.9,0,,0,0
B0C3RRGKV4,"""None""","""2026-05-09""",570.48,60.47,30,3345,1,0.033333,0.106,9.43,0.009,2.02,1,570.48,1,,,,,0,,0,0,0,46,,,570.48,0,,0,0
B0C3RRGKV4,"""None""","""2026-05-10""",570.48,40.98,21,2205,1,0.047619,0.0718,13.92,0.0095,1.95,1,570.48,1,,,,,570.48,7.18,1,0,0,35,100.0,,570.48,0,,0,0
B09KC6STLG,"""None""","""2026-05-10""",3113.33,26.92,13,2128,1,0.076923,0.0086,115.65,0.0061,2.07,1,3113.33,1,,,,,0,,0,0,0,21,,,3113.33,0,,0,0
B0BRY23GN3,"""None""","""2026-05-01""",3827.62,31.48,17,951,1,0.058824,0.0082,121.59,0.0179,1.85,1,3827.62,1,,,,,3827.62,0.82,1,0,0,27,100.0,,3827.62,0,,0,0
B0D96M9XB1,"""None""","""2026-05-08""",3313.33,8.85,7,1335,1,0.142857,0.0027,374.39,0.0052,1.26,1,3313.33,1,,,,,0,,0,0,0,31,,,3313.33,0,,0,0
B0FJ65DXKB,"""None""","""2026-05-30""",1157.14,6.54,1,91,1,1.0,0.0057,176.93,0.011,6.54,1,1157.14,1,,,,,0,,0,0,0,3,,,1157.14,0,,0,0
B08WCD9NTV,"""None""","""2026-05-03""",2160.0,150.47,108,26162,1,0.009259,0.0697,14.36,0.0041,1.39,1,2160.0,1,,,,,4320.0,3.48,2,2160.0,1,265,50.0,,2160.0,0,,0,0
B08WCD9NTV,"""None""","""2026-05-12""",2475.24,193.02,102,29009,1,0.009804,0.078,12.82,0.0035,1.89,1,0,0,,,,,0,,0,0,0,207,,,2475.24,0,,0,0
B08WCD9NTV,"""None""","""2026-05-14""",1949.52,126.17,66,18340,1,0.015152,0.0647,15.45,0.0036,1.91,1,1949.52,1,,,,,1820.0,6.93,1,0,0,164,107.12,,1949.52,0,,0,0
B08WCD9NTV,"""None""","""2026-05-17""",570.48,148.19,70,15610,1,0.014286,0.2598,3.85,0.0045,2.12,1,0,0,,,,,4758.1,3.11,2,4187.62,1,175,11.99,,570.48,0,,0,0
B08WCD9NTV,"""None""","""2026-05-19""",2379.05,128.87,66,16745,1,0.015152,0.0542,18.46,0.0039,1.95,1,2379.05,1,,,,,2379.04,5.42,1,0,0,150,100.0,,2379.05,0,,0,0
B08WCD9NTV,"""None""","""2026-05-21""",2379.05,113.17,57,14225,1,0.017544,0.0476,21.02,0.004,1.99,1,2379.05,1,,,,,0.0,,0,0,0,122,,,2379.05,0,,0,0
B0D96L9T46,"""None""","""2026-05-01""",1618.1,8.42,5,437,1,0.2,0.0052,192.17,0.0114,1.68,1,0,0,,,,,0,,0,0,0,13,,,1618.1,0,,0,0
B0CZJ1GFPH,"""None""","""2026-05-31""",1164.76,6.34,4,141,1,0.25,0.0054,183.72,0.0284,1.58,1,0,0,,,,,0,,0,0,0,5,,,1164.76,0,,0,0
B0BRL3WFHV,"""None""","""2026-05-01""",2284.76,60.02,29,5029,1,0.034483,0.0263,38.07,0.0058,2.07,1,0,0,,,,,4376.2,1.37,1,2091.44,0,59,52.21,,2284.76,0,,0,0
B0BRL3WFHV,"""None""","""2026-05-09""",3256.19,27.04,14,2639,1,0.071429,0.0083,120.42,0.0053,1.93,1,3256.19,1,,,,,3256.19,0.83,1,0,0,41,100.0,,3256.19,0,,0,0
B0BRL3WFHV,"""None""","""2026-05-11""",3256.19,48.74,22,1358,1,0.045455,0.015,66.81,0.0162,2.22,1,3256.19,1,,,,,3256.19,1.5,1,0,0,46,100.0,,3256.19,0,,0,0
B0BRL3WFHV,"""None""","""2026-05-12""",3256.19,16.65,10,1454,1,0.1,0.0051,195.57,0.0069,1.66,1,3256.19,1,,,,,3256.19,0.51,1,0,0,29,100.0,,3256.19,0,,0,0
